;;;;;;;;;
Informações de Saúde;;;;;;;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;;;;;;;
Ajuda;;;;;;;;;
Notas Técnicas;;;;;;;;;
DATASUS;;;;;;;;;
Instalações sanitárias - Brasil;;;;;;;;;
Moradores por Instalações sanitárias segundo Município;;;;;;;;;
Período: 2010;;;;;;;;;
Município;Rede geral de esgoto ou pluvial;Fossa séptica;Fossa rudimendar;Vala;Rio, lago ou mar;Outro escoadouro;Não tem instalação sanitária;Total;
Fonte: IBGE - Censos Demográficos de 1991, 2000 e 2010;;;;;;;;;
Consulte o site da Secretaria Estadual de Saúde para mais informações.;;;;;;;;;
;;;;;;;;;
160015 PEDRA BRANCA DO AMAPARI;52;2.260;5.644;95;100;1.430;690;10.271;
160020 CALCOENE;41;1.065;6.433;449;46;238;666;8.938;
160021 CUTIAS;13;13;2.777;127;575;893;275;4.673;
160023 FERREIRA GOMES;58;347;3.844;1.264;15;89;122;5.739;
160025 ITAUBAL;65;700;2.797;380;47;103;127;4.219;
160027 LARANJAL DO JARI;324;3.864;19.215;1.092;9.559;4.729;916;39.699;
160030 MACAPA;33.272;72.381;213.430;11.071;53.887;7.363;4.200;395.604;
160040 MAZAGAO;612;332;10.224;552;1.839;2.947;448;16.954;
160050 OIAPOQUE;723;4.201;9.665;2.143;849;1.900;431;19.912;
160053 PORTO GRANDE;34;4.032;10.822;639;50;669;460;16.706;
160055 PRACUUBA;1;79;2.860;100;111;544;76;3.771;
160060 SANTANA;2.886;12.547;64.351;5.371;11.738;2.782;1.131;100.806;
160070 TARTARUGALZINHO;31;1.525;8.589;473;370;761;751;12.500;
160080 VITORIA DO JARI;24;1.576;2.020;645;6.708;820;440;12.233;
170025 ABREULANDIA;27;309;1.605;59;-;37;352;2.389;
170030 AGUIARNOPOLIS;1.147;580;2.377;598;-;-;433;5.135;
170035 ALIANCA DO TOCANTINS;31;1.141;4.165;55;-;32;234;5.658;
170040 ALMAS;68;2.400;3.878;55;6;20;1.070;7.497;
170070 ALVORADA;221;344;7.650;7;-;39;31;8.292;
170100 ANANAS;2.111;903;4.589;625;-;810;780;9.818;
170105 ANGICO;13;29;2.174;463;-;25;462;3.166;
170110 APARECIDA DO RIO NEGRO;17;83;3.614;86;-;9;393;4.202;
170130 ARAGOMINAS;22;719;2.483;693;49;109;1.791;5.866;
170190 ARAGUACEMA;4;1.388;3.671;68;-;43;1.056;6.230;
170200 ARAGUACU;20;190;8.167;32;1;130;158;8.698;
170210 ARAGUAINA;13.879;9.763;116.886;1.476;1.080;3.596;3.085;149.765;
170215 ARAGUANA;96;1.868;2.650;142;-;54;207;5.017;
170220 ARAGUATINS;141;426;21.294;1.560;-;4.228;3.542;31.191;
170230 ARAPOEMA;49;794;5.325;90;-;199;239;6.696;
170240 ARRAIAS;66;2.634;5.541;21;1;204;2.073;10.540;
170255 AUGUSTINOPOLIS;1.329;178;11.802;754;-;575;1.234;15.872;
170270 AURORA DO TOCANTINS;24;61;2.901;-;-;10;423;3.419;
170290 AXIXA DO TOCANTINS;2.131;579;5.497;57;-;84;907;9.255;
170300 BABACULANDIA;25;2.162;4.628;479;13;465;2.564;10.336;
170305 BANDEIRANTES DO TOCANTINS;13;62;2.550;71;3;67;339;3.105;
170307 BARRA DO OURO;538;3;2.566;21;5;8;964;4.105;
170310 BARROLANDIA;104;1.156;3.784;4;-;90;115;5.253;
170320 BERNARDO SAYAO;78;534;3.242;46;-;378;147;4.425;
170330 BOM JESUS DO TOCANTINS;3;1.070;1.723;257;-;184;512;3.749;
170360 BRASILANDIA DO TOCANTINS;119;-;1.829;39;-;3;66;2.056;
170370 BREJINHO DE NAZARE;8;520;4.256;142;-;61;189;5.176;
170380 BURITI DO TOCANTINS;19;2.007;5.372;1.032;3;1.066;252;9.751;
170382 CACHOEIRINHA;337;18;1.444;81;-;26;230;2.136;
170384 CAMPOS LINDOS;129;615;3.805;87;3;1.730;1.729;8.098;
170386 CARIRI DO TOCANTINS;-;846;2.214;7;-;45;266;3.378;
170388 CARMOLANDIA;17;1.148;916;6;-;196;30;2.313;
170389 CARRASCO BONITO;478;779;1.772;385;-;81;192;3.687;
170390 CASEARA;120;148;3.697;114;1;302;194;4.576;
170410 CENTENARIO;-;656;849;-;-;25;1.034;2.564;
170460 CHAPADA DE AREIA;1;36;1.076;45;-;22;153;1.333;
170510 CHAPADA DA NATIVIDADE;16;1.555;548;14;-;27;1.112;3.272;
170550 COLINAS DO TOCANTINS;5.840;3.545;19.864;303;36;646;388;30.622;
170555 COMBINADO;8;537;3.943;14;-;3;127;4.632;
170560 CONCEICAO DO TOCANTINS;65;312;2.650;16;-;37;1.098;4.178;
170600 COUTO MAGALHAES;23;1.486;2.343;186;5;178;773;4.994;
170610 CRISTALANDIA;33;406;6.344;61;-;68;272;7.184;
170625 CRIXAS DO TOCANTINS;9;477;879;5;4;6;179;1.559;
170650 DARCINOPOLIS;1.175;1.212;1.496;229;-;38;1.088;5.238;
170700 DIANOPOLIS;120;2.714;14.206;19;17;121;1.842;19.039;
170710 DIVINOPOLIS DO TOCANTINS;10;402;5.153;32;-;119;567;6.283;
170720 DOIS IRMAOS DO TOCANTINS;3;1.227;3.528;139;-;7;2.246;7.150;
170730 DUERE;30;666;3.538;8;-;20;284;4.546;
170740 ESPERANTINA;1.273;440;5.402;151;-;1.824;370;9.460;
170755 FATIMA;3;2.018;1.539;13;-;15;201;3.789;
170765 FIGUEIROPOLIS;20;3.059;2.061;89;-;8;58;5.295;
170770 FILADELFIA;60;613;5.422;485;-;930;961;8.471;
170820 FORMOSO DO ARAGUAIA;500;2.820;12.063;186;13;631;2.150;18.363;
170825 FORTALEZA DO TABOCAO;29;30;2.267;33;-;13;40;2.412;
170830 GOIANORTE;4;482;2.979;165;4;426;889;4.949;
170900 GOIATINS;93;878;5.193;443;7;999;4.417;12.030;
170930 GUARAI;1.918;3.307;16.547;367;76;204;699;23.118;
170950 GURUPI;12.264;19.796;43.020;227;6;262;799;76.374;
170980 IPUEIRAS;35;1.308;115;3;-;-;173;1.634;
171050 ITACAJA;1.200;1.357;2.247;41;-;263;1.977;7.085;
171070 ITAGUATINS;1.018;592;2.651;793;-;75;874;6.003;
171090 ITAPIRATINS;-;5;2.174;38;-;-;1.280;3.497;
171110 ITAPORA DO TOCANTINS;-;63;2.018;75;-;66;211;2.433;
171150 JAU DO TOCANTINS;12;19;2.780;11;1;29;645;3.497;
171180 JUARINA;1;381;1.391;41;-;58;354;2.226;
171190 LAGOA DA CONFUSAO;26;525;7.713;6;4;84;1.744;10.102;
171195 LAGOA DO TOCANTINS;2;1.068;1.527;116;-;50;758;3.521;
171200 LAJEADO;158;1.002;1.289;47;6;44;215;2.761;
171215 LAVANDEIRA;48;356;917;-;4;2;267;1.594;
171240 LIZARDA;24;1.982;226;8;-;131;1.345;3.716;
171245 LUZINOPOLIS;7;-;2.234;2;-;58;316;2.617;
171250 MARIANOPOLIS DO TOCANTINS;5;526;3.019;11;-;412;370;4.343;
171270 MATEIROS;43;185;1.333;23;-;3;609;2.196;
171280 MAURILANDIA DO TOCANTINS;-;496;1.391;298;-;31;938;3.154;
171320 MIRACEMA DO TOCANTINS;132;2.697;16.418;147;-;769;443;20.606;
171330 MIRANORTE;240;31;11.374;450;-;115;392;12.602;
171360 MONTE DO CARMO;74;1.220;3.777;4;13;235;1.365;6.688;
171370 MONTE SANTO DO TOCANTINS;2;306;1.365;85;3;24;297;2.082;
171380 PALMEIRAS DO TOCANTINS;32;20;4.347;41;-;455;821;5.716;
171395 MURICILANDIA;6;500;1.687;244;-;201;411;3.049;
171420 NATIVIDADE;13;3.204;4.283;60;-;133;1.235;8.928;
171430 NAZARE;45;31;3.737;11;4;416;128;4.372;
171488 NOVA OLINDA;45;728;7.935;99;-;491;1.328;10.626;
171500 NOVA ROSALANDIA;57;1;3.573;7;-;40;88;3.766;
171510 NOVO ACORDO;101;1.169;2.031;-;-;32;419;3.752;
171515 NOVO ALEGRE;-;435;1.700;11;-;13;127;2.286;
171525 NOVO JARDIM;4;696;1.520;-;-;5;214;2.439;
171550 OLIVEIRA DE FATIMA;12;85;896;3;-;11;30;1.037;
171570 PALMEIRANTE;9;317;2.529;134;-;88;1.838;4.915;
171575 PALMEIROPOLIS;82;672;6.108;9;-;81;350;7.302;
171610 PARAISO DO TOCANTINS;2.796;5.673;34.908;45;1;146;601;44.170;
171620 PARANA;5;85;5.798;379;4;333;3.664;10.268;
171630 PAU D'ARCO;17;594;3.160;37;4;169;556;4.537;
171650 PEDRO AFONSO;283;5.705;4.525;178;-;132;628;11.451;
171660 PEIXE;1.029;1.208;6.520;41;-;66;1.473;10.337;
171665 PEQUIZEIRO;-;1.284;2.675;21;-;22;1.043;5.045;
171670 COLMEIA;118;3.707;3.885;99;36;412;310;8.567;
171700 PINDORAMA DO TOCANTINS;24;1.089;2.442;45;-;48;798;4.446;
171720 PIRAQUE;-;14;1.950;43;13;75;816;2.911;
171750 PIUM;22;1.166;4.646;22;-;73;711;6.640;
171780 PONTE ALTA DO BOM JESUS;2;78;3.055;107;-;265;1.030;4.537;
171790 PONTE ALTA DO TOCANTINS;206;55;5.264;19;-;29;1.560;7.133;
171800 PORTO ALEGRE DO TOCANTINS;21;143;1.889;4;-;10;713;2.780;
171820 PORTO NACIONAL;20.578;11.481;14.928;137;6;143;1.522;48.795;
171830 PRAIA NORTE;1.425;49;4.275;341;-;735;825;7.650;
171840 PRESIDENTE KENNEDY;23;636;2.508;14;7;301;173;3.662;
171845 PUGMIL;10;21;2.302;25;-;7;1;2.366;
171850 RECURSOLANDIA;6;497;1.319;18;23;90;1.807;3.760;
171855 RIACHINHO;5;81;2.396;226;3;105;1.374;4.190;
171865 RIO DA CONCEICAO;2;745;889;4;-;17;51;1.708;
171870 RIO DOS BOIS;2;63;1.934;-;-;6;565;2.570;
171875 RIO SONO;41;163;3.177;110;-;201;2.535;6.227;
171880 SAMPAIO;722;24;2.432;90;-;336;259;3.863;
171884 SANDOLANDIA;-;119;2.999;8;-;41;153;3.320;
171886 SANTA FE DO ARAGUAIA;57;1.721;3.904;93;4;287;494;6.560;
171888 SANTA MARIA DO TOCANTINS;-;370;1.561;323;-;-;630;2.884;
171889 SANTA RITA DO TOCANTINS;4;827;868;12;-;164;234;2.109;
171890 SANTA ROSA DO TOCANTINS;-;1.592;1.345;96;-;30;1.488;4.551;
171900 SANTA TEREZA DO TOCANTINS;28;5;2.102;1;-;97;281;2.514;
172000 SANTA TEREZINHA DO TOCANTINS;6;13;1.921;-;-;-;533;2.473;
172010 SAO BENTO DO TOCANTINS;9;179;2.914;598;-;188;690;4.578;
172015 SAO FELIX DO TOCANTINS;2;984;14;14;-;14;408;1.436;
172020 SAO MIGUEL DO TOCANTINS;14;19;9.329;295;-;160;637;10.454;
172025 SAO SALVADOR DO TOCANTINS;36;432;1.746;27;-;172;399;2.812;
172030 SAO SEBASTIAO DO TOCANTINS;75;88;3.253;516;8;144;197;4.281;
172049 SAO VALERIO;31;222;3.123;268;-;65;668;4.377;
172065 SILVANOPOLIS;10;33;4.308;194;-;94;415;5.054;
172080 SITIO NOVO DO TOCANTINS;710;397;5.792;835;15;176;1.221;9.146;
172085 SUCUPIRA;-;23;1.487;5;-;77;146;1.738;
172090 TAGUATINGA;1.156;679;9.941;129;92;65;2.906;14.968;
172093 TAIPAS DO TOCANTINS;101;1.175;340;-;-;4;315;1.935;
172097 TALISMA;663;124;1.545;-;-;13;201;2.546;
172100 PALMAS;90.831;61.488;71.058;246;21;339;1.677;225.660;
172110 TOCANTINIA;18;1.297;3.445;31;3;120;1.811;6.725;
172120 TOCANTINOPOLIS;73;1.106;17.519;608;7;872;2.351;22.536;
172125 TUPIRAMA;25;364;928;20;-;1;231;1.569;
172130 TUPIRATINS;1;1.024;18;23;-;1.030;1;2.097;
172208 WANDERLANDIA;29;40;7.662;639;4;1.300;1.267;10.941;
172210 XAMBIOA;51;722;8.344;989;10;258;1.074;11.448;
210005 ACAILANDIA;2.430;10.999;80.697;3.396;686;2.777;2.717;103.702;
210010 AFONSO CUNHA;-;145;2.043;319;-;442;2.940;5.889;
210015 AGUA DOCE DO MARANHAO;99;52;6.604;1.751;19;472;2.568;11.565;
210020 ALCANTARA;177;1.251;10.668;2.569;365;5.020;1.771;21.821;
210030 ALDEIAS ALTAS;230;1.674;9.155;1.173;15;338;11.342;23.927;
210040 ALTAMIRA DO MARANHAO;91;347;5.719;1.466;3;1.055;2.358;11.039;
210043 ALTO ALEGRE DO MARANHAO;343;4.807;9.094;2.395;-;3.002;4.895;24.536;
210047 ALTO ALEGRE DO PINDARE;370;2.448;17.221;3.453;23;2.329;5.164;31.008;
210050 ALTO PARNAIBA;136;134;6.049;323;-;9;4.019;10.670;
210055 AMAPA DO MARANHAO;-;1.842;3.866;59;-;465;153;6.385;
210060 AMARANTE DO MARANHAO;92;1.333;21.499;2.679;-;1.757;10.304;37.664;
210070 ANAJATUBA;162;2.545;11.496;3.028;-;1.999;6.006;25.236;
210080 ANAPURUS;149;510;6.803;952;6;420;5.063;13.903;
210083 APICUM-ACU;14;120;6.799;4.529;289;2.272;866;14.889;
210087 ARAGUANA;82;1.983;7.860;2.685;22;678;616;13.926;
210090 ARAIOSES;195;6.124;13.573;2.859;21;5.480;14.148;42.400;
210095 ARAME;1.299;2.665;10.921;2.064;239;1.333;12.600;31.121;
210100 ARARI;1.031;12.820;3.522;4.844;331;3.741;2.117;28.406;
210110 AXIXA;54;3.715;2.848;448;226;2.101;1.999;11.391;
210120 BACABAL;9.734;20.428;43.568;8.841;946;6.209;10.003;99.729;
210125 BACABEIRA;98;4.513;3.828;2.321;10;2.263;1.863;14.896;
210130 BACURI;41;2.060;5.245;2.508;2;6.535;172;16.563;
210135 BACURITUBA;7;28;2.849;155;1;1.579;666;5.285;
210140 BALSAS;565;14.425;55.347;2.464;36;4.186;6.131;83.154;
210150 BARAO DE GRAJAU;188;726;9.149;233;24;674;6.822;17.816;
210160 BARRA DO CORDA;557;10.531;47.755;7.937;55;4.980;10.768;82.583;
210170 BARREIRINHAS;163;8.381;29.371;6.428;25;5.253;4.855;54.476;
210173 BELAGUA;-;236;3.848;360;-;288;1.745;6.477;
210177 BELA VISTA DO MARANHAO;114;651;5.777;2.876;6;1.479;1.120;12.023;
210180 BENEDITO LEITE;77;1.823;1.137;580;3;207;1.615;5.442;
210190 BEQUIMAO;64;1.014;10.992;3.296;50;2.302;2.581;20.299;
210193 BERNARDO DO MEARIM;33;1.545;2.636;56;16;163;1.478;5.927;
210197 BOA VISTA DO GURUPI;-;362;4.089;1.547;-;1.610;276;7.884;
210200 BOM JARDIM;575;1.005;20.967;8.299;107;2.933;5.036;38.922;
210203 BOM JESUS DAS SELVAS;568;5.623;14.678;4.906;-;825;1.488;28.088;
210207 BOM LUGAR;78;166;8.272;1.384;-;2.356;2.531;14.787;
210210 BREJO;151;5.983;10.644;1.420;12;836;14.223;33.269;
210215 BREJO DE AREIA;-;21;3.417;698;-;26;1.400;5.562;
210220 BURITI;17;1.321;6.620;430;-;1.290;17.264;26.942;
210230 BURITI BRAVO;37;1.356;14.010;1.061;-;1.103;5.304;22.871;
210232 BURITICUPU;497;3.679;46.372;5.020;67;3.360;6.015;65.010;
210235 BURITIRANA;58;618;10.638;1.278;10;493;1.643;14.738;
210237 CACHOEIRA GRANDE;4;215;2.881;1.206;11;451;3.664;8.432;
210240 CAJAPIO;22;3.369;2.508;2.634;58;26;1.952;10.569;
210250 CAJARI;120;659;5.622;6.843;25;1.956;3.061;18.286;
210255 CAMPESTRE DO MARANHAO;89;183;11.183;1.095;-;251;522;13.323;
210260 CANDIDO MENDES;13;3.554;7.945;3.714;85;2.232;887;18.430;
210270 CANTANHEDE;182;6.747;4.662;2.465;14;3.183;3.189;20.442;
210275 CAPINZAL DO NORTE;203;696;5.508;911;-;241;3.127;10.686;
210280 CAROLINA;2.266;4.478;10.078;592;73;2.352;3.995;23.834;
210290 CARUTAPERA;70;4.177;11.025;1.761;518;2.786;1.592;21.929;
210300 CAXIAS;7.500;33.431;74.983;8.144;1.145;5.746;23.715;154.664;
210310 CEDRAL;119;69;8.893;597;6;274;307;10.265;
210312 CENTRAL DO MARANHAO;80;506;7.015;60;13;67;120;7.861;
210315 CENTRO DO GUILHERME;23;816;8.097;2.314;6;147;1.129;12.532;
210317 CENTRO NOVO DO MARANHAO;22;1.785;9.837;1.144;18;2.159;2.591;17.556;
210320 CHAPADINHA;327;11.483;38.203;3.807;38;5.529;13.768;73.155;
210325 CIDELANDIA;71;42;10.124;641;37;1.692;1.046;13.653;
210330 CODO;10.933;17.544;44.878;11.983;323;5.882;26.264;117.807;
210340 COELHO NETO;703;2.509;30.922;4.008;9;1.967;6.556;46.674;
210350 COLINAS;124;1.557;22.394;1.248;11;3.604;10.104;39.042;
210355 CONCEICAO DO LAGO-ACU;18;333;2.488;1.283;26;5.015;5.241;14.404;
210360 COROATA;2.269;9.681;24.348;6.006;620;4.050;14.650;61.624;
210370 CURURUPU;82;721;18.601;6.562;397;5.146;1.058;32.567;
210375 DAVINOPOLIS;4;2.617;7.069;1.054;13;1.214;578;12.549;
210380 DOM PEDRO;992;2.934;13.008;2.519;34;1.161;1.977;22.625;
210390 DUQUE BACELAR;5;3.802;715;78;-;302;5.738;10.640;
210400 ESPERANTINOPOLIS;343;1.941;9.861;813;296;531;4.618;18.403;
210405 ESTREITO;354;2.718;26.062;713;21;513;4.139;34.520;
210407 FEIRA NOVA DO MARANHAO;16;787;3.125;454;-;11;3.701;8.094;
210408 FERNANDO FALCAO;-;4;3.164;91;14;64;5.890;9.227;
210409 FORMOSA DA SERRA NEGRA;14;277;7.157;937;-;1.228;8.082;17.695;
210410 FORTALEZA DOS NOGUEIRAS;60;352;6.178;1.099;5;1.471;2.458;11.623;
210420 FORTUNA;65;421;11.551;288;25;202;2.512;15.064;
210430 GODOFREDO VIANA;44;2.570;2.632;1.798;69;3.020;277;10.410;
210440 GONCALVES DIAS;92;489;8.845;425;2;1.729;5.853;17.435;
210450 GOVERNADOR ARCHER;197;664;6.408;489;-;371;2.061;10.190;
210455 GOVERNADOR EDISON LOBAO;156;5.068;8.204;897;-;912;603;15.840;
210460 GOVERNADOR EUGENIO BARROS;79;265;8.416;1.070;-;632;5.501;15.963;
210462 GOVERNADOR LUIZ ROCHA;16;1.331;3.042;232;-;806;1.896;7.323;
210465 GOVERNADOR NEWTON BELLO;106;213;4.308;2.651;34;2.209;2.368;11.889;
210467 GOVERNADOR NUNES FREIRE;49;9.673;10.298;1.889;-;2.393;1.075;25.377;
210470 GRACA ARANHA;41;155;4.059;413;-;270;1.183;6.121;
210480 GRAJAU;949;2.032;34.768;5.501;47;4.621;13.958;61.876;
210490 GUIMARAES;71;234;9.791;872;24;826;233;12.051;
210500 HUMBERTO DE CAMPOS;57;2.432;7.567;3.313;38;4.688;8.071;26.166;
210510 ICATU;109;1.092;7.635;6.378;345;7.487;2.068;25.114;
210515 IGARAPE DO MEIO;17;139;7.629;1.329;-;1.358;2.054;12.526;
210520 IGARAPE GRANDE;262;1.719;6.226;703;91;191;1.836;11.028;
210530 IMPERATRIZ;82.963;35.976;101.693;8.415;7.001;6.362;3.950;246.360;
210535 ITAIPAVA DO GRAJAU;184;218;5.507;2.413;2;393;5.539;14.256;
210540 ITAPECURU MIRIM;1.313;17.720;22.033;7.455;135;6.535;6.784;61.975;
210542 ITINGA DO MARANHAO;303;1.688;20.685;221;6;550;1.354;24.807;
210545 JATOBA;270;2.332;1.689;246;-;2.287;1.697;8.521;
210547 JENIPAPO DOS VIEIRAS;68;326;5.769;1.031;-;82;8.136;15.412;
210550 JOAO LISBOA;80;1.304;13.764;2.386;117;1.717;969;20.337;
210560 JOSELANDIA;81;425;8.951;496;6;96;5.353;15.408;
210565 JUNCO DO MARANHAO;6;2.007;1.641;73;-;-;287;4.014;
210570 LAGO DA PEDRA;2.392;5.384;24.599;3.257;219;3.559;6.536;45.946;
210580 LAGO DO JUNCO;752;1.269;5.193;664;55;70;2.715;10.718;
210590 LAGO VERDE;86;1.828;3.549;3.160;-;2.548;4.234;15.405;
210592 LAGOA DO MATO;24;104;4.785;272;-;860;4.878;10.923;
210594 LAGO DOS RODRIGUES;19;48;4.620;584;10;1.074;1.424;7.779;
210596 LAGOA GRANDE DO MARANHAO;13;371;5.357;1.663;8;1.434;1.637;10.483;
210598 LAJEADO NOVO;13;366;3.310;279;-;573;2.362;6.903;
210600 LIMA CAMPOS;884;113;8.145;484;4;238;1.537;11.405;
210610 LORETO;102;1.358;5.714;56;1;519;3.621;11.371;
210620 LUIS DOMINGUES;41;2.209;2.887;315;2;569;451;6.474;
210630 MAGALHAES DE ALMEIDA;174;3.353;8.167;787;-;996;3.994;17.471;
210632 MARACACUME;14;7.735;6.847;1.381;-;2.273;830;19.080;
210635 MARAJA DO SENA;5;568;1.087;548;27;537;5.277;8.049;
210637 MARANHAOZINHO;80;6.051;4.142;704;6;1.015;2.041;14.039;
210640 MATA ROMA;499;1.689;7.208;522;11;1.451;3.741;15.121;
210650 MATINHA;94;2.088;9.333;4.762;9;3.434;2.111;21.831;
210660 MATOES;160;1.225;14.612;3.793;-;1.192;9.965;30.947;
210663 MATOES DO NORTE;101;214;4.870;1.517;6;1.857;5.159;13.724;
210667 MILAGRES DO MARANHAO;2;726;1.610;39;-;147;5.577;8.101;
210670 MIRADOR;187;312;9.255;33;9;1.409;9.217;20.422;
210675 MIRANDA DO NORTE;207;1.225;15.685;2.176;-;4.235;860;24.388;
210680 MIRINZAL;18;447;8.290;1.589;46;3.425;326;14.141;
210690 MONCAO;721;1.657;20.084;3.087;70;2.122;3.959;31.700;
210700 MONTES ALTOS;4;475;4.625;873;3;349;3.055;9.384;
210710 MORROS;148;333;8.951;810;9;3.169;4.328;17.748;
210720 NINA RODRIGUES;45;804;6.288;227;4;1.530;3.562;12.460;
210725 NOVA COLINAS;6;19;2.484;935;-;75;1.352;4.871;
210730 NOVA IORQUE;74;532;1.606;3;-;547;1.817;4.579;
210735 NOVA OLINDA DO MARANHAO;103;326;12.636;3.258;50;1.172;1.540;19.085;
210740 OLHO D'AGUA DAS CUNHAS;329;2.058;9.736;1.805;26;2.093;2.518;18.565;
210745 OLINDA NOVA DO MARANHAO;33;942;5.938;2.072;3;886;3.284;13.158;
210750 PACO DO LUMIAR;29.977;27.222;38.449;5.397;129;2.351;1.333;104.858;
210760 PALMEIRANDIA;89;550;6.016;5.902;3;441;5.756;18.757;
210770 PARAIBANO;222;949;14.227;421;-;723;3.513;20.055;
210780 PARNARAMA;147;266;19.696;966;-;134;13.322;34.531;
210790 PASSAGEM FRANCA;94;204;9.095;252;13;2.321;5.504;17.483;
210800 PASTOS BONS;62;797;12.117;331;4;972;3.734;18.017;
210805 PAULINO NEVES;-;2.408;5.178;1.101;20;980;4.798;14.485;
210810 PAULO RAMOS;45;478;13.124;210;68;456;5.605;19.986;
210820 PEDREIRAS;7.331;8.704;14.903;2.143;1.744;753;3.677;39.255;
210825 PEDRO DO ROSARIO;122;793;12.929;3.904;25;1.016;3.879;22.668;
210830 PENALVA;114;1.524;20.830;3.744;84;3.059;4.830;34.185;
210840 PERI MIRIM;44;1.766;9.970;99;-;834;1.067;13.780;
210845 PERITORO;275;1.781;7.261;1.870;75;2.326;7.595;21.183;
210850 PINDARE-MIRIM;636;1.590;19.656;3.530;47;3.417;2.183;31.059;
210860 PINHEIRO;654;37.708;21.238;11.134;551;2.329;4.276;77.890;
210870 PIO XII;72;379;14.310;2.847;-;837;3.551;21.996;
210880 PIRAPEMAS;99;2.143;6.937;1.868;3;976;5.258;17.284;
210890 POCAO DE PEDRAS;1.799;2.636;8.833;1.844;139;978;3.461;19.690;
210900 PORTO FRANCO;63;592;16.576;1.377;10;171;2.621;21.410;
210905 PORTO RICO DO MARANHAO;26;1.859;2.414;897;102;404;324;6.026;
210910 PRESIDENTE DUTRA;1.897;8.473;25.181;2.117;179;1.897;4.847;44.591;
210920 PRESIDENTE JUSCELINO;21;2.198;1.896;804;6;2.115;4.474;11.514;
210923 PRESIDENTE MEDICI;129;3.066;1.555;756;11;246;597;6.360;
210927 PRESIDENTE SARNEY;43;348;8.765;6.292;52;475;1.144;17.119;
210930 PRESIDENTE VARGAS;12;480;5.043;616;8;1.999;2.550;10.708;
210940 PRIMEIRA CRUZ;11;994;4.401;604;109;970;6.844;13.933;
210945 RAPOSA;373;3.999;15.175;2.585;1.809;961;1.399;26.301;
210950 RIACHAO;108;1.829;8.554;1.835;2;2.549;5.292;20.169;
210955 RIBAMAR FIQUENE;30;1.422;3.145;494;-;872;1.324;7.287;
210960 ROSARIO;760;2.096;21.049;9.466;511;3.831;1.764;39.477;
210970 SAMBAIBA;-;814;2.135;362;-;11;2.162;5.484;
210975 SANTA FILOMENA DO MARANHAO;57;696;2.683;4;-;264;3.347;7.051;
210980 SANTA HELENA;69;1.795;20.539;6.193;27;8.673;1.717;39.013;
210990 SANTA INES;5.430;21.900;37.936;4.800;84;4.222;2.601;76.973;
211000 SANTA LUZIA;786;5.850;40.762;7.424;138;4.326;14.545;73.831;
211003 SANTA LUZIA DO PARUA;58;3.227;15.173;1.251;-;1.410;1.457;22.576;
211010 SANTA QUITERIA DO MARANHAO;27;846;13.762;864;5;1.643;12.004;29.151;
211020 SANTA RITA;59;4.416;13.478;3.822;33;5.277;5.190;32.275;
211023 SANTANA DO MARANHAO;32;902;3.768;554;-;558;5.790;11.604;
211027 SANTO AMARO DO MARANHAO;-;107;5.254;964;14;832;6.617;13.788;
211030 SANTO ANTONIO DOS LOPES;168;543;5.668;1.809;4;491;5.569;14.252;
211040 SAO BENEDITO DO RIO PRETO;134;3.271;7.245;1.134;12;2.212;3.765;17.773;
211050 SAO BENTO;1.242;3.352;22.546;3.348;68;3.124;6.936;40.616;
211060 SAO BERNARDO;99;2.821;12.401;1.543;20;2.537;6.939;26.360;
211065 SAO DOMINGOS DO AZEITAO;29;58;5.037;602;-;59;1.188;6.973;
211070 SAO DOMINGOS DO MARANHAO;496;5.807;18.784;1.740;1;836;5.875;33.539;
211080 SAO FELIX DE BALSAS;-;49;2.281;12;-;487;1.867;4.696;
211085 SAO FRANCISCO DO BREJAO;38;837;7.372;567;-;712;695;10.221;
211090 SAO FRANCISCO DO MARANHAO;38;95;4.057;45;3;294;7.602;12.134;
211100 SAO JOAO BATISTA;119;4.233;10.341;1.171;494;320;3.214;19.892;
211102 SAO JOAO DO CARU;33;128;6.204;2.766;26;831;2.256;12.244;
211105 SAO JOAO DO PARAISO;22;261;6.162;268;-;265;3.812;10.790;
211107 SAO JOAO DO SOTER;7;456;7.302;1.482;9;349;7.609;17.214;
211110 SAO JOAO DOS PATOS;67;251;17.592;798;10;2.519;3.597;24.834;
211120 SAO JOSE DE RIBAMAR;14.357;57.718;73.210;5.802;1.095;6.792;3.642;162.616;
211125 SAO JOSE DOS BASILIOS;132;10;3.150;1.255;39;122;2.754;7.462;
211130 SAO LUIS;453.948;202.161;242.619;49.062;22.817;17.936;17.015;1.005.558;
211140 SAO LUIS GONZAGA DO MARANHAO;250;1.509;9.690;1.110;448;1.542;5.585;20.134;
211150 SAO MATEUS DO MARANHAO;194;2.590;19.374;3.236;37;6.871;6.724;39.026;
211153 SAO PEDRO DA AGUA BRANCA;25;481;9.748;468;21;319;950;12.012;
211157 SAO PEDRO DOS CRENTES;2;9;2.724;107;1;300;1.243;4.386;
211160 SAO RAIMUNDO DAS MANGABEIRAS;20;944;10.789;897;5;1.795;2.963;17.413;
211163 SAO RAIMUNDO DO DOCA BEZERRA;5;768;3.233;428;9;58;1.577;6.078;
211167 SAO ROBERTO;12;1.298;1.469;376;-;52;2.739;5.946;
